season,season_id,school_id,division,W,L,SV,CG,SHO,IP,H,R,ER,2B,3B,HR,BB,IBB,SO,HB,Bk,WP,BF,P-OAB,IR,IRS,SHA,SFA,GO,FO,KL,pickoffs,W-L%,ERA,WHIP,H9,HR9,BB9,SO9,SO/BB,RA9
2023,16340,315,1.0,1,2,1,0.0,0,25.0,31,25,21,11,0,4,15,0,18,6,2,4,126,103,15,7,1,1,28,27,1,0.0,0.3333333333333333,7.56,1.84,11.16,1.44,5.3999999999999995,6.4799999999999995,1.2,9.0
2023,16340,316,1.0,1,3,1,0.0,0,43.0,48,41,37,16,0,4,26,0,53,11,0,6,217,174,17,11,4,2,36,35,12,1.0,0.25,7.7441860465116275,1.7209302325581395,10.046511627906977,0.8372093023255813,5.441860465116279,11.093023255813954,2.0384615384615383,8.58139534883721
2023,16340,317,1.0,1,3,0,0.0,0,33.0,47,36,31,10,4,4,19,1,23,8,0,7,164,134,14,6,1,2,30,36,5,0.0,0.25,8.454545454545455,2.0,12.818181818181818,1.0909090909090908,5.1818181818181825,6.272727272727273,1.2105263157894737,9.818181818181817
2023,16340,327,1.0,4,0,2,0.0,0,36.0,44,23,20,6,1,4,13,0,34,4,0,8,164,146,0,0,0,1,28,36,4,0.0,1.0,5.0,1.5833333333333333,11.0,1.0,3.25,8.5,2.6153846153846154,5.75
2023,16340,328,1.0,2,1,2,0.0,0,27.0,17,14,14,0,0,6,12,0,32,0,0,2,108,93,7,3,1,2,23,23,7,0.0,0.6666666666666666,4.666666666666666,1.0740740740740742,5.666666666666667,2.0,4.0,10.666666666666666,2.6666666666666665,4.666666666666666
2023,16340,331,1.0,2,0,0,0.0,0,33.0,19,14,10,1,0,3,12,1,38,3,0,2,131,115,10,4,0,1,28,28,6,0.0,1.0,2.7272727272727275,0.9393939393939394,5.1818181818181825,0.8181818181818182,3.272727272727273,10.363636363636365,3.1666666666666665,3.8181818181818183
2023,16340,334,1.0,2,1,2,0.0,0,32.0,19,5,5,3,1,1,5,0,37,1,0,0,119,111,0,0,0,2,34,21,9,0.0,0.6666666666666666,1.40625,0.75,5.34375,0.28125,1.40625,10.40625,7.4,1.40625
2023,16340,342,1.0,1,4,0,0.0,0,39.0,44,56,37,8,1,4,42,2,35,25,2,5,232,158,19,10,3,4,32,43,12,1.0,0.2,8.538461538461538,2.2051282051282053,10.153846153846153,0.923076923076923,9.692307692307692,8.076923076923077,0.8333333333333334,12.923076923076923
2023,16340,346,1.0,1,0,1,0.0,0,9.0,5,4,4,0,0,1,4,0,6,1,0,0,35,29,3,2,0,1,8,11,4,0.0,1.0,4.0,1.0,5.0,1.0,4.0,6.0,1.5,4.0
2023,16340,352,1.0,1,2,1,0.0,0,34.333333333333336,35,22,18,4,0,0,22,0,33,1,0,3,162,135,19,2,3,0,44,23,6,0.0,0.3333333333333333,4.718446601941747,1.6601941747572815,9.174757281553397,0.0,5.766990291262135,8.650485436893202,1.5,5.766990291262135
2023,16340,355,1.0,1,3,1,0.0,0,33.0,30,18,16,9,1,3,20,0,43,4,0,6,150,123,9,4,2,1,20,31,10,0.0,0.25,4.363636363636363,1.5151515151515151,8.181818181818182,0.8181818181818182,5.454545454545455,11.727272727272727,2.15,4.909090909090908
2023,16340,361,1.0,0,3,0,0.0,0,24.0,38,27,25,7,2,0,8,0,21,4,0,9,120,101,11,3,3,4,25,23,8,0.0,0.0,9.375,1.9166666666666667,14.25,0.0,3.0,7.875,2.625,10.125
2023,16340,363,1.0,0,5,0,0.0,0,39.333333333333336,67,53,44,14,0,7,22,0,38,6,1,10,208,177,12,7,2,1,34,36,9,1.0,0.0,10.067796610169491,2.2627118644067794,15.33050847457627,1.6016949152542372,5.033898305084746,8.694915254237287,1.7272727272727273,12.127118644067796
2023,16340,365,1.0,4,0,1,0.0,0,33.666666666666664,16,9,9,2,0,2,11,0,46,3,0,0,126,110,7,3,1,1,24,26,14,0.0,1.0,2.4059405940594063,0.801980198019802,4.2772277227722775,0.5346534653465347,2.9405940594059405,12.297029702970297,4.181818181818182,2.4059405940594063
2023,16340,367,1.0,4,0,1,0.0,0,35.0,32,14,14,3,0,6,19,0,46,1,0,1,152,131,8,4,0,1,18,33,14,1.0,1.0,3.6,1.457142857142857,8.228571428571428,1.542857142857143,4.885714285714285,11.82857142857143,2.4210526315789473,3.6
2023,16340,368,1.0,0,4,0,0.0,0,32.0,53,57,52,5,1,17,22,0,23,14,1,2,181,140,9,9,1,4,29,38,9,0.0,0.0,14.625,2.34375,14.90625,4.78125,6.1875,6.46875,1.0454545454545454,16.03125
2023,16340,370,1.0,1,0,0,0.0,0,9.0,6,5,4,3,0,1,0,0,10,1,0,0,35,31,0,0,1,2,10,7,1,0.0,1.0,4.0,0.6666666666666666,6.0,1.0,0.0,10.0,,5.0
2023,16340,386,1.0,0,3,0,0.0,0,24.0,32,37,28,8,2,7,25,0,24,9,1,6,138,99,7,4,2,3,19,25,6,0.0,0.0,10.5,2.375,12.0,2.625,9.375,9.0,0.96,13.875
2023,16340,391,1.0,1,0,0,0.0,0,7.333333333333333,7,2,2,1,0,1,7,0,6,0,0,2,35,27,2,0,1,0,7,8,3,0.0,1.0,2.454545454545455,1.9090909090909092,8.590909090909092,1.2272727272727275,8.590909090909092,7.363636363636364,0.8571428571428571,2.454545454545455
2023,16340,392,1.0,3,2,2,0.0,0,43.333333333333336,40,24,20,7,0,6,14,0,47,5,1,4,185,166,8,0,0,0,47,31,11,1.0,0.6,4.153846153846153,1.2461538461538462,8.307692307692307,1.246153846153846,2.907692307692307,9.76153846153846,3.357142857142857,4.984615384615384
2023,16340,404,1.0,3,1,1,0.0,0,38.0,39,28,24,8,2,3,16,0,40,6,0,6,177,147,13,4,4,4,37,35,6,1.0,0.75,5.684210526315789,1.4473684210526316,9.23684210526316,0.7105263157894737,3.789473684210526,9.473684210526315,2.5,6.63157894736842
2023,16340,406,1.0,2,1,1,0.0,0,28.0,26,18,16,1,0,3,10,0,35,8,0,4,126,104,6,5,2,2,22,23,5,0.0,0.6666666666666666,5.142857142857142,1.2857142857142858,8.357142857142858,0.9642857142857142,3.2142857142857144,11.25,3.5,5.7857142857142865
2023,16340,414,1.0,0,2,0,0.0,0,16.0,21,21,21,7,0,5,9,0,23,9,0,3,87,67,4,3,1,1,10,15,13,0.0,0.0,11.8125,1.875,11.8125,2.8125,5.0625,12.9375,2.5555555555555554,11.8125
2023,16340,415,1.0,3,1,0,0.0,0,35.0,36,15,14,4,0,4,14,1,43,1,0,5,155,140,9,3,0,0,30,32,10,0.0,0.75,3.6,1.4285714285714286,9.257142857142856,1.0285714285714285,3.6,11.057142857142857,3.0714285714285716,3.8571428571428568
2023,16340,416,1.0,2,1,0,0.0,0,27.0,19,12,10,5,2,2,14,0,20,3,0,3,119,101,7,0,0,1,25,35,7,0.0,0.6666666666666666,3.333333333333333,1.2222222222222223,6.333333333333334,0.6666666666666666,4.666666666666666,6.666666666666666,1.4285714285714286,4.0
2023,16340,418,1.0,2,0,2,0.0,0,18.0,12,6,4,2,0,0,10,1,13,0,0,4,73,63,4,1,0,0,18,17,6,0.0,1.0,2.0,1.2222222222222223,6.0,0.0,5.0,6.5,1.3,3.0
2023,16340,419,1.0,1,2,0,0.0,0,26.0,34,26,20,4,1,7,12,1,22,3,0,5,125,110,4,3,0,0,31,23,10,1.0,0.3333333333333333,6.923076923076923,1.7692307692307692,11.76923076923077,2.423076923076923,4.153846153846154,7.615384615384615,1.8333333333333333,9.0
2023,16340,428,1.0,0,4,0,0.0,0,36.666666666666664,44,34,29,7,4,3,23,1,34,4,0,9,182,151,5,3,1,3,34,39,10,0.0,0.0,7.118181818181819,1.8272727272727274,10.8,0.7363636363636363,5.6454545454545455,8.345454545454546,1.4782608695652173,8.345454545454546
2023,16340,430,1.0,2,3,0,0.0,0,36.0,39,41,36,4,0,5,34,0,52,6,1,4,192,147,10,8,1,4,25,28,14,2.0,0.4,9.0,2.0277777777777777,9.75,1.25,8.5,13.0,1.5294117647058822,10.25
2023,16340,432,1.0,0,2,0,0.0,0,8.333333333333332,21,20,17,6,0,1,9,0,5,4,0,3,61,46,6,2,0,2,7,13,1,0.0,0.0,18.360000000000003,3.6000000000000005,22.680000000000003,1.0800000000000003,9.72,5.4,0.5555555555555556,21.6
2023,16340,433,1.0,3,1,1,0.0,0,28.0,23,15,15,6,0,1,20,0,41,1,0,3,126,104,15,7,0,1,19,22,12,0.0,0.75,4.821428571428571,1.5357142857142858,7.392857142857142,0.3214285714285714,6.428571428571429,13.178571428571427,2.05,4.821428571428571
2023,16340,434,1.0,2,1,1,0.0,0,27.0,23,14,13,4,0,0,13,0,34,2,0,2,115,97,8,4,1,1,18,23,6,1.0,0.6666666666666666,4.333333333333333,1.3333333333333333,7.666666666666667,0.0,4.333333333333333,11.333333333333334,2.6153846153846154,4.666666666666666
2023,16340,439,1.0,0,3,0,0.0,0,24.0,39,37,36,8,2,6,22,0,15,6,0,2,135,105,4,3,1,1,21,33,6,0.0,0.0,13.5,2.5416666666666665,14.625,2.25,8.25,5.625,0.6818181818181818,13.875
2023,16340,444,1.0,2,0,1,0.0,0,14.0,14,6,4,2,0,1,3,0,19,4,0,2,62,55,1,1,0,0,11,9,6,0.0,1.0,2.571428571428571,1.2142857142857142,9.0,0.6428571428571428,1.9285714285714284,12.214285714285715,6.333333333333333,3.8571428571428568
2023,16340,450,1.0,5,1,4,0.0,0,51.666666666666664,39,32,22,9,1,6,38,1,41,5,0,7,240,188,14,4,7,2,50,59,15,2.0,0.8333333333333334,3.8322580645161293,1.4903225806451614,6.7935483870967746,1.0451612903225806,6.619354838709677,7.141935483870968,1.0789473684210527,5.574193548387097
2023,16340,454,1.0,1,1,1,0.0,0,17.0,28,20,19,3,1,3,6,0,23,3,1,1,90,78,2,0,1,2,14,14,6,0.0,0.5,10.058823529411764,2.0,14.823529411764705,1.5882352941176472,3.1764705882352944,12.176470588235295,3.8333333333333335,10.588235294117647
2023,16340,457,1.0,2,1,1,0.0,0,30.0,23,14,12,2,0,2,19,0,33,1,0,4,131,107,9,3,1,3,19,35,14,1.0,0.6666666666666666,3.6,1.4,6.9,0.6,5.699999999999999,9.9,1.736842105263158,4.2
2023,16340,458,1.0,3,1,1,0.0,0,30.0,23,16,16,4,1,6,15,0,36,3,0,2,127,109,8,2,0,0,25,27,15,0.0,0.75,4.8,1.2666666666666666,6.9,1.8,4.5,10.799999999999999,2.4,4.8
2023,16340,459,1.0,1,2,0,0.0,0,27.0,40,38,28,5,1,5,19,1,15,6,0,10,141,113,7,1,1,2,20,36,6,1.0,0.3333333333333333,9.333333333333332,2.185185185185185,13.333333333333332,1.6666666666666665,6.333333333333334,5.0,0.7894736842105263,12.666666666666668
2023,16340,460,1.0,1,1,0,0.0,0,27.0,27,17,15,3,0,3,16,0,24,6,0,3,128,103,11,3,2,1,28,23,3,0.0,0.5,5.0,1.5925925925925926,9.0,1.0,5.333333333333333,8.0,1.5,5.666666666666667
2023,16340,463,1.0,0,2,0,0.0,0,23.333333333333332,19,26,21,1,0,4,13,0,15,9,2,3,109,82,11,6,2,3,17,32,6,0.0,0.0,8.1,1.3714285714285714,7.328571428571428,1.542857142857143,5.014285714285714,5.7857142857142865,1.1538461538461537,10.028571428571428
2023,16340,464,1.0,0,3,0,0.0,0,24.0,39,42,38,5,1,6,23,0,21,8,2,4,145,112,0,0,0,2,22,26,11,0.0,0.0,14.25,2.5833333333333335,14.625,2.25,8.625,7.875,0.9130434782608695,15.75
2023,16340,465,1.0,0,1,0,0.0,0,5.0,5,3,3,1,0,3,3,0,3,1,0,0,22,18,1,0,0,0,3,7,1,0.0,0.0,5.3999999999999995,1.6,9.0,5.3999999999999995,5.3999999999999995,5.3999999999999995,1.0,5.3999999999999995
2023,16340,466,1.0,1,2,0,0.0,0,25.0,35,19,19,3,0,5,7,0,29,5,0,3,118,105,4,0,1,0,23,19,13,0.0,0.3333333333333333,6.84,1.68,12.6,1.8,2.5200000000000005,10.44,4.142857142857143,6.84
2023,16340,471,1.0,2,0,0,0.0,0,18.0,14,10,6,1,0,2,13,0,19,4,2,0,86,69,3,0,0,0,15,18,5,0.0,1.0,3.0,1.5,7.0,1.0,6.5,9.5,1.4615384615384615,5.0
2023,16340,472,1.0,0,2,0,0.0,0,20.0,27,18,17,4,0,6,6,2,21,5,0,1,96,82,8,3,2,1,16,17,5,1.0,0.0,7.6499999999999995,1.65,12.15,2.6999999999999997,2.6999999999999997,9.450000000000001,3.5,8.1
2023,16340,473,1.0,3,1,2,0.0,0,38.0,38,13,13,6,1,4,13,0,37,2,0,0,163,143,6,4,4,1,27,44,9,0.0,0.75,3.0789473684210527,1.3421052631578947,9.0,0.9473684210526315,3.0789473684210527,8.763157894736842,2.8461538461538463,3.0789473684210527
2023,16340,474,1.0,0,1,0,0.0,0,4.0,8,9,9,4,1,0,3,0,2,2,0,1,25,18,1,1,1,1,3,7,0,0.0,0.0,20.25,2.75,18.0,0.0,6.75,4.5,0.6666666666666666,20.25
2023,16340,485,1.0,1,3,0,0.0,0,32.0,31,32,28,9,2,2,29,0,39,7,1,3,166,126,5,3,1,3,26,31,14,0.0,0.25,7.875,1.875,8.71875,0.5625,8.15625,10.96875,1.3448275862068966,9.0
2023,16340,487,1.0,0,0,0,0.0,0,3.6666666666666665,7,3,3,1,0,0,2,0,2,2,0,0,19,14,5,5,0,1,4,2,0,0.0,,7.363636363636364,2.4545454545454546,17.181818181818183,0.0,4.90909090909091,4.90909090909091,1.0,7.363636363636364
2023,16340,488,1.0,0,1,0,0.0,0,7.0,16,15,14,4,1,1,6,0,8,1,1,2,45,36,4,3,0,2,3,9,2,0.0,0.0,18.0,3.142857142857143,20.57142857142857,1.2857142857142856,7.7142857142857135,10.285714285714285,1.3333333333333333,19.285714285714285
2023,16340,490,1.0,5,0,1,0.0,0,44.0,31,10,9,7,0,1,10,0,37,5,1,0,175,158,4,2,0,2,40,49,11,0.0,1.0,1.840909090909091,0.9318181818181818,6.340909090909092,0.20454545454545456,2.0454545454545454,7.568181818181818,3.7,2.0454545454545454
2023,16340,493,1.0,1,3,0,0.0,0,33.0,28,20,19,10,0,2,17,0,32,5,0,6,145,119,4,1,1,3,22,39,8,0.0,0.25,5.1818181818181825,1.3636363636363635,7.636363636363637,0.5454545454545454,4.636363636363637,8.727272727272727,1.8823529411764706,5.454545454545455
2023,16340,500,1.0,1,1,0,0.0,0,17.333333333333332,25,16,11,5,1,0,9,0,21,4,1,1,92,76,5,1,1,2,14,16,6,0.0,0.5,5.711538461538463,1.9615384615384617,12.980769230769234,0.0,4.673076923076923,10.903846153846155,2.3333333333333335,8.307692307692308
2023,16340,502,1.0,2,1,0,0.0,0,25.333333333333332,28,18,14,11,0,1,14,0,19,2,1,3,117,98,0,0,3,0,35,16,6,3.0,0.6666666666666666,4.973684210526316,1.6578947368421053,9.947368421052632,0.3552631578947369,4.973684210526316,6.75,1.3571428571428572,6.394736842105263
2023,16340,505,1.0,3,1,2,0.0,0,34.333333333333336,26,24,17,8,0,2,16,0,30,12,0,4,154,125,16,10,0,1,38,31,7,1.0,0.75,4.45631067961165,1.2233009708737863,6.815533980582524,0.5242718446601942,4.194174757281553,7.864077669902912,1.875,6.291262135922329
2023,16340,508,1.0,1,3,1,0.0,0,34.0,28,22,20,8,0,2,12,0,35,6,0,13,147,129,7,4,0,0,32,32,9,0.0,0.25,5.294117647058823,1.1764705882352942,7.411764705882352,0.5294117647058824,3.1764705882352944,9.26470588235294,2.9166666666666665,5.8235294117647065
2023,16340,509,1.0,0,3,0,0.0,0,24.0,52,56,50,13,4,13,17,0,26,7,1,4,149,119,9,7,0,5,19,24,9,1.0,0.0,18.75,2.875,19.5,4.875,6.375,9.75,1.5294117647058822,21.0
2023,16340,518,1.0,0,2,0,0.0,0,18.0,19,11,11,11,0,1,6,1,18,2,0,1,79,71,4,2,0,0,19,14,9,0.0,0.0,5.5,1.3888888888888888,9.5,0.5,3.0,9.0,3.0,5.5
2023,16340,519,1.0,0,2,0,0.0,0,22.0,42,35,31,9,1,3,15,0,16,6,0,1,129,106,5,4,1,1,24,24,7,0.0,0.0,12.681818181818183,2.590909090909091,17.181818181818183,1.227272727272727,6.136363636363636,6.545454545454546,1.0666666666666667,14.318181818181817
2023,16340,521,1.0,1,0,1,0.0,0,9.0,0,0,0,0,0,0,1,0,15,1,0,1,30,27,2,0,1,0,7,5,3,0.0,1.0,0.0,0.1111111111111111,0.0,0.0,1.0,15.0,15.0,0.0
2023,16340,522,1.0,2,2,1,0.0,0,31.333333333333332,33,14,14,4,1,3,11,0,32,1,1,2,138,124,0,0,0,2,26,33,9,0.0,0.5,4.021276595744681,1.4042553191489362,9.47872340425532,0.8617021276595744,3.1595744680851063,9.191489361702128,2.909090909090909,4.021276595744681
2023,16340,523,1.0,3,1,1,0.0,0,34.666666666666664,35,22,14,6,0,4,17,0,35,5,0,2,162,138,8,5,1,0,39,25,5,1.0,0.75,3.6346153846153846,1.5,9.086538461538462,1.0384615384615385,4.413461538461538,9.086538461538462,2.0588235294117645,5.711538461538463
2023,16340,527,1.0,3,0,1,0.0,0,28.0,21,5,3,2,1,0,14,0,30,5,0,1,115,95,7,3,0,1,23,21,11,1.0,1.0,0.9642857142857142,1.25,6.75,0.0,4.5,9.642857142857142,2.142857142857143,1.6071428571428572
2023,16340,528,1.0,3,1,1,0.0,0,35.0,41,18,14,7,1,1,9,0,41,3,0,1,155,142,12,6,0,1,26,30,10,0.0,0.75,3.6,1.4285714285714286,10.542857142857143,0.2571428571428571,2.314285714285714,10.542857142857143,4.555555555555555,4.628571428571428
2023,16340,529,1.0,4,0,2,0.0,0,34.0,23,8,5,5,0,3,18,0,35,2,1,1,146,125,1,0,1,0,28,38,8,0.0,1.0,1.3235294117647058,1.2058823529411764,6.088235294117648,0.7941176470588236,4.764705882352941,9.26470588235294,1.9444444444444444,2.1176470588235294
2023,16340,536,1.0,3,1,1,0.0,0,34.0,34,24,21,8,0,3,22,0,50,1,1,8,159,136,13,4,0,0,27,23,18,0.0,0.75,5.5588235294117645,1.6470588235294117,9.0,0.7941176470588236,5.8235294117647065,13.23529411764706,2.272727272727273,6.352941176470589
2023,16340,539,1.0,1,2,0,0.0,0,25.666666666666664,23,17,15,1,0,8,17,0,23,4,0,4,119,98,3,1,0,0,23,27,9,0.0,0.3333333333333333,5.25974025974026,1.5584415584415585,8.064935064935066,2.8051948051948057,5.9610389610389625,8.064935064935066,1.3529411764705883,5.9610389610389625
2023,16340,540,1.0,0,1,0,0.0,0,8.0,10,7,7,1,1,2,5,0,8,2,0,0,41,34,3,0,0,0,11,5,6,0.0,0.0,7.875,1.875,11.25,2.25,5.625,9.0,1.6,7.875
2023,16340,541,1.0,0,1,0,0.0,0,8.0,13,11,9,3,0,1,6,0,5,4,0,2,47,37,0,0,0,0,11,7,3,0.0,0.0,10.125,2.375,14.625,1.125,6.75,5.625,0.8333333333333334,12.375
2023,16340,546,2.0,2,1,0,0.0,0,22.0,37,24,21,10,0,2,3,0,17,1,1,0,106,102,0,0,0,0,22,24,5,0.0,0.6666666666666666,8.590909090909092,1.8181818181818181,15.136363636363637,0.8181818181818182,1.227272727272727,6.954545454545454,5.666666666666667,9.818181818181817
2023,16340,551,1.0,3,1,1,0.0,0,30.0,33,27,22,8,1,5,21,0,34,4,1,4,144,117,8,3,2,0,28,22,8,0.0,0.75,6.6,1.8,9.9,1.5,6.3,10.2,1.619047619047619,8.1
2023,16340,553,1.0,0,3,0,0.0,0,25.333333333333332,34,24,23,9,1,3,12,0,18,2,1,7,116,98,12,11,4,0,29,19,3,5.0,0.0,8.171052631578949,1.8157894736842106,12.078947368421051,1.0657894736842106,4.2631578947368425,6.394736842105263,1.5,8.526315789473685
2023,16340,559,1.0,3,1,0,0.0,0,33.0,28,14,10,7,1,1,14,0,19,4,0,7,141,122,10,3,0,1,29,44,7,2.0,0.75,2.7272727272727275,1.2727272727272727,7.636363636363637,0.2727272727272727,3.8181818181818183,5.1818181818181825,1.3571428571428572,3.8181818181818183
2023,16340,562,1.0,0,2,0,0.0,0,15.666666666666666,24,17,15,8,0,2,7,0,11,5,1,4,85,69,2,0,3,1,18,16,3,0.0,0.0,8.617021276595745,1.9787234042553192,13.787234042553191,1.148936170212766,4.021276595744681,6.319148936170213,1.5714285714285714,9.765957446808512
2023,16340,563,1.0,2,1,0,0.0,0,24.0,24,22,14,4,1,1,15,0,31,4,0,4,120,99,5,4,0,2,22,18,9,0.0,0.6666666666666666,5.25,1.625,9.0,0.375,5.625,11.625,2.066666666666667,8.25
2023,16340,574,1.0,2,2,1,0.0,0,36.0,39,25,22,8,1,3,18,0,34,9,0,3,168,136,11,5,2,3,37,26,6,0.0,0.5,5.5,1.5833333333333333,9.75,0.75,4.5,8.5,1.8888888888888888,6.25
2023,16340,575,1.0,0,3,0,0.0,0,22.0,41,39,35,7,2,4,17,0,21,9,1,1,132,101,6,4,1,4,15,27,5,0.0,0.0,14.318181818181817,2.6363636363636362,16.772727272727273,1.6363636363636365,6.954545454545454,8.590909090909092,1.2352941176470589,15.954545454545455
2023,16340,576,1.0,1,1,0,0.0,0,17.0,12,6,3,4,0,0,9,0,16,4,0,2,76,63,4,1,0,0,20,14,6,0.0,0.5,1.5882352941176472,1.2352941176470589,6.352941176470589,0.0,4.764705882352941,8.470588235294118,1.7777777777777777,3.1764705882352944
2023,16340,587,1.0,2,2,0,0.0,0,35.0,37,28,25,6,2,4,27,0,43,12,0,4,174,133,12,4,0,2,28,26,11,0.0,0.5,6.428571428571429,1.8285714285714285,9.514285714285714,1.0285714285714285,6.942857142857143,11.057142857142857,1.5925925925925926,7.2
2023,16340,590,1.0,1,0,0,0.0,0,10.0,10,6,6,1,2,0,5,0,13,1,0,0,48,42,2,2,0,0,8,9,2,0.0,1.0,5.3999999999999995,1.5,9.0,0.0,4.5,11.700000000000001,2.6,5.3999999999999995
2023,16340,603,1.0,1,2,0,0.0,0,26.0,27,23,20,5,0,5,16,0,26,4,0,1,124,103,6,0,0,1,29,20,7,0.0,0.3333333333333333,6.923076923076923,1.6538461538461537,9.346153846153847,1.7307692307692308,5.538461538461538,9.0,1.625,7.961538461538462
2023,16340,606,1.0,1,2,1,0.0,0,26.0,25,22,17,8,2,3,17,0,28,2,1,6,118,96,0,0,1,2,27,20,7,1.0,0.3333333333333333,5.884615384615385,1.6153846153846154,8.653846153846153,1.0384615384615385,5.884615384615385,9.692307692307692,1.6470588235294117,7.615384615384615
2023,16340,609,1.0,1,0,0,0.0,0,9.0,7,3,3,2,0,0,2,0,8,2,1,1,35,31,3,0,0,0,7,9,1,0.0,1.0,3.0,1.0,7.0,0.0,2.0,8.0,4.0,3.0
2023,16340,617,1.0,0,2,0,0.0,0,16.0,28,28,24,5,4,2,11,0,12,1,1,6,85,71,5,5,1,1,13,19,4,0.0,0.0,13.5,2.4375,15.75,1.125,6.1875,6.75,1.0909090909090908,15.75
2023,16340,625,1.0,1,3,1,0.0,0,35.0,37,32,30,9,1,8,28,4,49,4,0,6,177,139,10,4,5,1,24,31,18,0.0,0.25,7.7142857142857135,1.8571428571428572,9.514285714285714,2.057142857142857,7.2,12.6,1.75,8.228571428571428
